rank,track_artist,peak,prev,streak,streams,track_name,artist_name,genius_url,lyrics
gny —
Present
(2018)
Sameik Moore — “Bounce” (2018)
Adreyn Cash — “Angel’s Lie” (2018)
Parker Louis —
All Good Things, Pt. One
(2018)
Tru — “Young & Reckless” (2018)
Bae Louie — “Wonderful” (2018)
Rokusho (feat. Inga & Stille) — “Wishing for You” (2018)
bêlla — “sorry if u misunderstood” (2018)
SVĒ — “Njne1 (Not Just Anyone)” (2018)
Shaeane — “Bag of Bones” (2018)
Shaeane — “Joker” (2018)
Olloway — “August” (2018)
Light Gun Fire (feat. Marta Carvallo) — “All on You” (2018)
Ruuth — “All About” (2018)
Lil Candy Paint — “Sleep at Night” (2018)
Lord Narf (feat. Meltycanon) — “Rent” (2018)
Luxe — “Nothing to Me” (2018)
Vuyo — “Lord Knows” (2018)
July 1
Student 1 —
Drag
(2018)
brakence —
hypnagogia
(2018)
Loski — “I Been” (2018)
June
June 30
Cashwaveyboiz —
waves
(2018)
Sudan Archives — ""Nont for Sale"" (2018)
NDAI — ""Nobody's Ting"" (2018)
Allen Ritter — ""Never Leave"" (2018)
Diamonique Jackson — ""Give Me a Sign"" (2018)
HMLT (feat. TiKA) — ""Gary"" (2018)
Notifi — ""Dramamine"" (2018)
IVYxM — ""But You"" (2018)
Mogillah (feat. Georgia Anne Muldrow & Flote) — ""Birds Eye's View"" (2018)
Lfalfa — ""What It Means"" (2018)
Irie Lee — ""Van Gogh"" (2018)
Kiki Ireland — ""Timid"" (2018)
Manana — ""Think About You"" (2018)
Lunadira — ""STUCK WITH YOU"" (2018)
LOONY — ""A Small Flame"" (2018)
Kaptain Jay — ""Skittle"" (2018)
Kaptain Jay — ""Night Out"" (2018)
cktrl —
SAG Playlist 1
(2018)
Yakul — ""Realigned"" (2018)
Shakale Davis —
Note to Self
(2018)
June 29
SAFE — ""No Answer"" (2018)
Bobby Earth — ""Mood"" (2018)
Tmmrw — ""Lowkey"" (2018)
PROMKNGHT — ""Like I Do"" (2018)
Asiah —
Know Me
(2018)
Hugo Joe & MexikoDro —
Hugo Dro
(2018)
Pro Reese —
Fresh Off a Break Up
(2018)
PxRRY — ""FaLL BacK"" (2018)
Kaycee Shakur —
Divination
(2018)
Fallon Favors —
Destiny
(2018)
June 28
Diego Money —
Diego World
(2018)
Haley Daniels — ""Delirious"" (2018)
Rabino — ""Crocodile"" (2018)
Easton — ""Blue Love"" (2018)
KC.. —
Bare, Vol. 1
(2018)
TeaMarrr — ""Bent Hella"" (2018)
Swiss Army —
Paris Mountain
(2018)
June 27
N/A
June 26
PYRMDPLAZA —
The Void
(2018)
Nfromthewave — ""Pashun"" (2018)
My Friend Alan — ""Falling"" (2018)
MadeByKuya —
Universal
(2018)
Jordana — ""Body"" (2018)
Jordan Dennis (feat. Blasko) — ""Crumbs"" (2018)
falcxne — ""Slowly"" (2018)
Dream League Soccer — ""So I Broke Her Heart"" (2018)
Coco Reilly — ""Define You"" (2018)
Bella Boo —
Fire
(2018)
June 25
Pi'erre Bourne — ""Planet Namek"" (2018)
Tim Atlas —
All Talk!
(2018)
KILLY —
Surrender Your Soul
(2018)
Calum Scott —
Only Human
(2018)
June 24
B.o.B —
The Upside Down
(2018)
Phoelix —
TEMPO
(2018)
June 23
N/A
June 22
N/A
June 21
N/A
June 20
Niko Khale —
Free Mind Rich Thoughts
(2018)
Smerz —
Have fun
(2018)
Jonathan McReynolds —
Make Room
(2018)
Lawren —
Get Your Change
(2018)
Pouya —
FIVE FIVE
(2018)
Nap Eyes —
I'm Bad Now
(2018)
Acid Dad —
Acid Dad
(2018)
June 19
R.LUM.R —
ALTERIMAGE
(2018)
Jimi Hendrix —
Both Sides of the Sky
(2018)
Various Artists —
A Wrinkle in Time (Original Motion Picture Soundtrack)
(2018)
What So Not —
Not All the Beautiful Things
(2018)
June 18
YFN Lucci —
Ray Ray from Summerhill
(2018)
Wale —
Self Promotion EP
(2018)
The Voidz — ""Coul as a Ghoul"" (2018)
Valee (feat. Jeremih) — ""Womp Womp"" (2018)
Tee Grizzley —
Activated
(2018)
Stalley — ""Chains Mr. T"" (2018)
June 17
Sonta — ""Ride for You"" (2018)
Sonta — ""Wishes"" (2018)
Sonta — ""Dream Girl"" (2018)
Sonta — ""Lovers N Friends"" (2018)
June 16
Sonta — ""Cut It (Remix)"" (2018)
Sonta — ""Hopeful"" (2015)
Sonta — ""MMMM"" (2015)
Sonta — ""Medicine (Remix)"" (2018)
Sonta — ""Letter from Sonta"" (2018)
Sonta — ""Screwed Up (Boo'd Up Remix)"" (2018)
Sonta — ""All I Want Is You (For Christmas)"" (2016)
Sonta — ""Hard to Love"" (2017)
Sonta — ""How You Gonna Act Like That"" (2016)
June 15
Sonta —
In My Feelings (Re-release)
(2018)
Selena Gomez — ""Back to You"" (2018)
Sarah Louise —
Deeper Woods
(2018)
Sabrina Carpenter & Jonas Blue — ""Alien (Acoustic)"" (2018)
Rita Ora (feat. Cardi B, Bebe Rexha & Charli XCX) — ""Girls"" (2018)
June 14
Nina Nesbitt — ""The Sun Will Come Up, The Seasons Will Change"" (2018)
Marian Hill —
Unusual
(2018)
La Luz —
Floating Features
(2018)
Joji — ""Yeah Right"" (2018)
June 13
Jackie Hill Perry —
Crescendo
(2018)
Dierks Bentley — ""You Can't Bring Me Down"" (2018)
City Girls —
PERIOD
(2018)
Charlie Puth —
Voicenotes
(2018)
BJ The Chicago Kid —
The Opening Ceremony
(2018)
Beach House —
7
(2018)
June 12
Marqo 2 Fresh —
Live Fast Die Young
(2015)
MPR Tito —
Rixh Blxxd
(2018)
Lil Dude —
ME
(2018)
Playboi Carti — ""Been Ballin"" (2017)
Playboi Carti — ""Arm & Leg"" (2018)
Playboi Carti — ""Tragic"" (2016)
Playboi Carti — ""They Go Off"" (2018)
Playboi Carti — ""Tank"" (2018)
Playboi Carti — ""Supersonic"" (2018)
Playboi Carti — ""Movin' Different"" (2018)
Playboi Carti — ""Let 'Em In"" (2018)
Playboi Carti — ""Kick"" (2018)
Playboi Carti — ""Drop"" (2018)
Playboi Carti & SosaMann — ""In the Lobby"" (2018)
Ski Mask The Slump God —
Get Dough Presents Ski Mask The Slump God
(2018)
Polo Boy Shawty —
On the Track
(2017)
Redd Coldhearted —
Coldhearted EP
(2017)
Slim 400 —
Foe Reala
(2018)
Yung Mal & Lil Quill —
Kids of the 6
(2017)
Yung Mal & Lil Quill —
SOUF6
(2018)
June 11
Hoodrich Pablo Juan — ""MONY Walk"" (2018)
Yung Mal & Lil Quill —
Blessed Lil Bastards
(2017)
Rich Forever Music —
Rich Forever 2
(2016)
Rich Forever Music —
Rich Forever Music: The Mixtape
(2016)
Rich The Kid —
Dabbin Fever
(2015)
Rich The Kid —
Flexxin on Purpose
(2015)
Rich The Kid —
Keep Flexin
(2016)
Lil B —
Platinum Flame
(2018)
June 10
Frvrfriday —
WHOISFRIDAY
(2018)
KIDS SEE GHOSTS —
KIDS SEE GHOSTS
(2018)
Youngr — ""Lost in Translation"" (2018)
YourWelcome Shon — ""Summa Hood Laude"" (2018)
SUMR CAMP — ""24-7"" (2018)
Tove Lo (feat. Charli XCX, Icona Pop, Elliphant & ALMA) — ""bitches"" (2018)
Dagny — ""Used to You"" (2018)
NEEDTOBREATHE — ""Bullets"" (2018)
Erin Rae —
Putting on Airs
(2018)
Snail Mail —
Lush
(2018)
Tyler, The Creator — ""435"" (2018)
Jeremih & Ty Dolla $ign — ""The Light"" (2018)
Chelsea Cutler —
Sleeping With Roses
(2018)
Kamiyah (feat. ScHoolboy Q) — ""Addicted to Ballin'"" (2018)
DeJ Loaf & Leon Bridges — ""Liberated"" (2018)
Rich The Kid — ""Bring It Back"" (2018)
Various Artists —
SUPERFLY (Original Motion Picture Soundtrack)
(2018)
Tory Lanez & Ozuna — ""Pa Mi"" (2018)
Lykke Li —
so sad so sexy
(2018)
Little Big Town — ""Summer Fever"" (2018)
JZVEL — ""Tired Af"" (2018)
June 9
Jorja Smith —
Lost & Found
(2018)
Ne-Yo —
GOOD MAN
(2018)
June 8
Bali Baby & Rockstar Marqo —
Sosa & Tony: The Movie
(2018)
CosaNostra Kidd —
Wham
(2018)
June 7
Rich The Kid —
Trap Talk
(2016)
André 3000 —
Look Ma No Hands
(2018)
Stalone —
Uropa
(2018)
Middle Kids —
Lost Friends
(2018)
Kirsten Collins — ""Rainbows"" (2018)
Kirsten Collins — ""BAD"" (2018)
Jade Novah — ""Next to You"" (2018)
Dan + Shay — ""Alone Together"" (2018)
CASS — ""Not for Sale"" (2018)
lil aaron —
ROCK$TAR FAMOU$
(2018)
Cautious Clay —
RESONANCE
(2018)
YBN Almighty Jay — ""2 Tone Drip"" (2018)
Lil Skies (feat. Yung Pinch) — ""I Know You"" (2018)
June 6
Freedom Fry —
Classic
(2018)
Future (feat. Yung Bans) — ""Bag"" (2018)
Natalie Prass —
The Future and the Past
(2018)
Sarah Reeves — ""Easy"" (2018)
Rex Orange County & Randy Newman — ""You've Got a Friend in Me"" (2018)
Liz Vice —
Save Me
(2018)
MNEK (feat. Hailee Steinfeld) — ""Colour"" (2018)
Third Party — ""Free"" (2018)
Mac Miller — ""Programs"" (2018)
A$AP Ferg — ""Harlem Anthem"" (2018)
Black Thought —
Streams of Thought Vol. 1
(2018)
Lauv —
I met you when I was 18. (the playlist)
(2018)
The 1975 — ""Give Yourself a Try"" (2018)
Big Freedia —
3rd Ward Bounce
(2018)
Florida Georgia Line — ""Colorado"" (2018)
Florida Georgia Line — ""Simple"" (2018)
June 5
Sabrina Carpenter — ""Almost Love"" (2018)
Kanye West —
ye
(2018)
Jade Bird — ""Furious"" (2018)
Meiko —
Playing Favorites
(2018)
Jessie J —
R.O.S.E. (Empowerment)
(2018)
Riley Clemmons — ""Better for It (2018)
DREAMERS — ""SCREWS"" (2018)
NIKI —
Zephyr
(2018)
June 4
Parliament —
Medicaid Fraud Dogg
(2018)
Zaytoven —
Trapholizay
(2018)
Fortunate Ones —
Hold Fast
(2018)
Lindsay Ell —
The Continuum Project
(2018)
Sudan Archives —
Sink
(2018)
NDAI — ""Time Heals All Wounds"" (2018)
Maggie Rogers — ""Fallingwater"" (2018)
Naji —
Act I
(2018)
June 3
Silk —
Silk
(1995)
June 2
N/A
June 1
Young Nudy (feat. 21 Savage) — ""Since When"" (2018)
D.O.D — ""Glow"" (2018)
The New Respects — ""Freedom"" (2018)
Clairo —
diary 001
(2018)
Jorja Smith — ""February 3rd"" (2018)
Juice WRLD —
Goodbye & Good Riddance
(2018)
May
May 31
Pusha T —
DAYTONA
(2018)
CHVRCHES —
Love Is Dead
(2018)
Shawn Mendes —
Shawn Mendes
(2018)
Drake — ""I'm Upset"" (2018)
May 30
The Internet — ""Roll! (Burbank Funk) (KAYTRANADA Remix)"" (2018)
Blue October — ""Colors Collide"" (2018)
nobigdyl. — ""twenty eighteen"" (2018)
nobigdyl. — ""psycho heart!"" (2018)
Jay Rock — ""WIN"" (2018)
Chaos Chaos —
Chaos Chaos
(2018)
Temi Omi (feat. Tierra Whack) — ""Pull Up on You"" (2018)
Alex Da Kid (feat. H.E.R. & Rapsody) — ""Go"" (2018)
KYLE —
Light of Mine
(2018)
Christina Aguilera (feat. Demi Lovato) — ""Fall in Line"" (2018)
Lil Baby —
Harder Than Ever
(2018)
Pharrell Williams & Camila Cabello — ""Sangria Wine"" (2018)
May 29
NIKI — ""I Like U"" (2018)
NIKI — ""See U Never"" (2018)
NIKI — ""Chilly"" (2018)
NIKI — ""Vintage"" (2018)
ORKID — ""So Rude"" (2018)
TOMI — ""Coming Around"" (2018)
Natalie Prass — ""Lost"" (2018)
Now, Now — ""MJ"" (2018)
Jennifer Hudson — ""I'll Fight"" (2018)
Ashe — ""Choirs"" (2018)
THEY. — ""Ain't the Same"" (2018)
Sabrina Carpenter & Jonas Blue — ""Alien (M-22 Remix)"" (2018)
Terrance Escobar (feat. Thouxanbanfauni) — ""*D 4 L*"" (2018)
Mike Jones — ""All on Me"" (2018)
A$AP Ferg & Elle Fanning — ""Moon River"" (2018)
Jasmine Thompson — ""Lonely Together"" (2018)
Houndmouth — ""This Party"" (2018)
Ginny Owens — ""Remind Me"" (2018)
Jean Deaux — ""Energy"" (2018)
morgxn — ""me without you"" (2018)
Gallant — ""Doesn't Matter"" (2018)
Chantel Jeffries (feat. Offset & Vory) — ""Wait"" (2018)
Tee Grizzley (feat. Chris Brown) — ""Fuck It Off"" (2018)
Wiz Khalifa (feat. Gucci Mane) — ""Real Rich"" (2018)
Jessie Reyez — ""Body Count"" (2018)
Troye Sivan — ""Bloom"" (2018)
Julia Michaels (feat. Trippie Redd) — ""Jump"" (2018)
Jess Glynne — ""I'll Be There"" (2018)
Dan + Shay — ""All to Myself"" (2018)
Charlie Puth (feat. Kehlani) — ""Done for Me"" (2018)
Charlie Puth — ""The Way I Am"" (2018)
Florence + The Machine — ""Hunger"" (2018)
Travis Scott (feat. Lil Uzi Vert & Kanye West) — ""Watch"" (2018)
Shawn Mendes (feat. Khalid) — ""Youth"" (2018)
May 28
N/A
May 27
N/A
May 26
A$AP Rocky —
TESTING
(2018)
May 25
N/A
May 24
N/A
May 23
N/A
May 22
N/A
May 21
N/A
May 20
N/A
May 19
Various Artists —
Boomerang Soundtrack
(1992)
Foggieraw — ""Prolly"" (2018)
BRYN (feat. Yung Fume) — ""Pull Up"" (2018)
May 18
Desiigner —
L.O.D.
(2018)
May 17
N/A
May 16
N/A
May 15
N/A
May 14
N/A
May 13
N/A
May 12
April + Vista — ""Own2"" (2018)
Amy Grant — ""Say It With a Kiss"" (2018)
Jodeci —
The Show, the After-Party, the Hotel
(1995)
May 11
Playboi Carti —
Die Lit
(2018)
May 10
Leon Bridges —
Good Thing
(2018)
Rob $tone —
Young Rob $tone
(2018)
Jeremy Zucker —
glisten
(2018)
Yung Gravy —
Snow Cougar
(2018)
Amber Mark —
Conexão
(2018)
May 9
BlocBoy JB —
SIMI
(2018)
6 Dogs & Danny Wolf —
6 Wolves
(2018)
Slim Jxmmi —
Jxmtro
(2018)
Swae Lee —
Swaecation
(2018)
Rae Sremmurd —
SR3MM
(2018)
Tove Styrke —
Sway
(2018)
May 8
Playboi Carti — ""Foreign"" (2018)
L.A. Salami —
The City of Bootmakers
(2018)
Laura Veirs —
The Lookout
(2018)
Jim Jones —
Wasted Talent
(2018)
nothing,nowhere. —
ruiner
(2018)
May 7
Pete Rock & C.L. Smooth —
The Main Ingredient
(1994)
Childish Gambino — ""This Is America"" (2018)
Madeline Kenney —
Night Night at the First Landing
(2017)
Annmarie —
Tripolar
(2018)
Georgi Jacobs — ""Hard to Love"" (2018)
Elle Teresa —
KAWAII BUBBLY LOVELY
(2018)
May 6
702 —
No Doubt
(1996)
A$AP Ferg —
Still Striving
(2017)
Madeline Kenney —
Signals
(2016)
21 Savage & Metro Boomin —
Savage Mode
(2016)
Trippie Redd —
A Love Letter to You
(2017)
Wintertime —
I Know What You Did Last Winter
(2016)
Cassy London —
Realm
(2017)
May 5
Cassy London — ""Wonderland"" (2016)
Diego Money —
Go Diego EP
(2017)
May 4
Diego Money —
Diego & Friends
(2017)
Evangeline Joy —
Verbatim
(2013)
Karen Waldrup — ""Warm in Your Sunshine"" (2017)
Phoebe Ryan —
James
(2017)
Nadia —
Rebel
(2017)
Jxck Kelly — ""Nancy"" (2018)
Jxck Kelly — ""Nothing"" (2018)
K. Cero —
Songs About You
(2017)
Soduh —
The Crocodile
(2018)
May 3
Phoebe Ryan —
Mine EP
(2015)
Ashaya —
November
(2016)
Evan Diamond — ""Intersections"" (2018)
Vai Petri — ""Criminal"" (2018)
Vai Petri — ""Let Live"" (2017)
Analisa Corral —
Sugar Pills - Pack 1
(2018)
Kara Elyse — ""Take Control"" (2018)
Aced Spade (feat. Lé, Kiim Bosh, D. Laflair & Marko Stat$) — ""Outta Sight"" (2018)
May 2
Carnage —
Battered Bruised & Bloody
(2018)
Ciaran Lavery —
Sweet Decay
(2018)
Robert Glasper Experiment —
Robert Glasper x KAYTRANADA: The ArtScience Remixes
(2018)
Robotaki —
Science
(2018)
Skizzy Mars —
are you OK?
(2018)
Bazzi —
COSMIC
(2018)
May 1
Famous Dex —
Dex Meets Dexter
(2018)
The Aces —
When My Heart Felt Volcanic
(2018)
The Longshot —
The Longshot EP
(2018)
Luniz —
No Pressure
(2018)
Ski Mask The Slump God —
Beware the Book of Eli
(2018)
Kanye West — ""Lift Yourself"" (2018)
Cardi B —
Invasion of Privacy
(2018)
Serayah —
Addicted
(2018)
Sigrid —
Raw
(2018)
Smokepurpp & Murda Beatz —
Bless Yo Trap
(2018)
Young Thug —
Hear No Evil
(2018)
isaac gracie —
isaac gracie
(2018)
Sofi Tukker —
Treehouse
(2018)
Alyson Stoner — ""God's Plan"" (2018)
Moon Taxi (feat. Sofi Tukker) — ""Two High (Sofi Tukker Remix)"" (2018)
Terri Clark & Dallas Smith — ""One Drink Ago"" (2018)
Ne-Yo, Bebe Rexha & Stefflon Don — ""PUSH BACK"" (2018)
Daryl Hall & John Oates (feat. Train) — ""Philly Forget Me Not"" (2018)
THEY. & DEAN — ""Dante's Creek (deantrbl Remix)"" (2018)
Nelly (feat. Jacquees) — ""Freaky with You"" (2018)
Amine (feat. Injury Reserve) — ""Campfire"" (2018)
Ralo & P.Skud — ""Don't Worry"" (2018)
Bebe Rexha — ""Meant to Be (Acoustic)"" (2018)
Jenny Hval — ""Spells"" (2018)
Calpurnia — ""Louie"" (2018)
DREAMS — ""Silence"" (2018)
Gang Gang Dance — ""Lotus (edit)"" (2018)
Royce da 5'9"" (feat. Ashley Sorrell) — ""Stay Woke"" (2018)
April
April 30
Chaos Chaos — ""Pink Politics"" (2018)
La Luz — ""The Creature"" (2018)
REMMI — ""Desperate"" (2018)
Couros — ""Young"" (2018)
Highasakite — ""Out of Order"" (2018)
Mavi Phoenix — ""Yellow"" (2018)
TOMI — ""Every Morning I Feel Like Running Away"" (2018)
Wet — ""Soften"" (2018)
Asteph — ""No One Will Smile"" (2018)
AUGUST 08 — ""Lately"" (2018)
Alae — ""Stone Cold"" (2018)
Jackson Penn — ""Babylon"" (2018)
Morgan Wallen — ""Happy Hour"" (2018)
Allen Stone — ""Brown Eyed Lover"" (2018)
Higher Brothers & DJ Snake — ""Made in China"" (2018)
The Shires — ""The Hard Way"" (2018)
Dierks Bentley — ""The Mountain"" (2018)
Kideko — ""Good Thing"" (2018)
Marian Hill — ""Wish You Would"" (2018)
Powers Pleasant (feat. Joey Bada$$ & A$AP Ferg) — ""Pull Up"" (2018)
Tritonal (feat. Riley Clemmons) — ""Out My Mind (Club Mix)"" (2018)
Bearson (feat. Ashe) — ""Get Lost"" (2018)
Cole Swindell  — ""Somebody's Been Drinkin'"" (2018)
Ekali & Medasin (feat. Elohim) — ""Forever"" (2018)
Christopher — ""Bad"" (2018)
Amy Shark — ""I Said Hi"" (2018)
50 Cent (feat. PnB Rock) — ""Crazy"" (2018)
SATICA — ""Inner Child"" (2018)
DJ Megan Ryte (feat. Tory Lanez & HoodCelebrityy) — ""On & On"" (2018)
John Splithoff — ""Raye"" (2018)
Gavin James — ""Always"" (2018)
Aries — ""SAYONARA"" (2018)
Juice WRLD — ""All Girls Are the Same"" (2018)
Brandy Burnette & Dwilly (feat. Kayo Genesis) — ""Hands Down"" (2018)
BATE (feat. Blake Rose & Radio 3000) — ""One I Love"" (2018)
Florence + the Machine — ""Sky Full of Song"" (2018)
Cash Cash (feat. Abir) — ""Finest Hour"" (2018)
Louis the Child (feat. Wafia) — ""Better Not"" (2018)
5 Seconds of Summer — ""Youngblood"" (2018)
ZAYN — ""Let Me"" (2018)
G-Eazy (feat. Yo Gotti & YBN Nahmir) — ""1942"" (2018)
Gianna Adams —
I Don't Know
(2018)
Drake — ""Nice for What"" (2018)
Catherine McGrath — ""Wild"" (2018)
Trinidad Cordova — ""Even If"" (2018)
Youngr — ""Drive"" (2018)
Marshmello & Anne-Marie (feat. A Boogie Wit da Hoodie) — ""FRIENDS (A Boogie Wit da Hoodie Remix)"" (2018)
April 29
Empress Of —
Trust Me Baby / In Dreams
(2018)
Derek Minor (feat. Dre Murray, Chino Dollaz & Anesha Birchett) — ""Decisions"" (2018)
Phora — ""Come Thru"" (2018)
nobigdyl. — ""enemies?"" (2018)
Patrick Paige II (feat. Syd & Kari Faux) — ""On My Mind / Charge It to the Game"" (2018)
Nicki Minaj — ""Chun-Li"" (2018)
King Princess — ""Talia"" (2018)
Swae Lee (feat. Slim Jxmmi) — ""Guatemala"" (2018)
Lil Pump — ""Esskeetit"" (2018)
Bebe Rexha (feat. Quavo) — ""2 Souls on Fire"" (2018)
Bebe Rexha — ""Ferrari"" (2018)
Nicki Minaj — ""Barbie Tingz"" (2018)
Keith Urban —
Graffiti U
(2018)
Half Waif —
Lavender
(2018)
Janelle Monáe —
Dirty Computer
(2018)
We Are Scientists —
Megaplex
(2018)
Cicada Rhythm —
Everywhere I Go
(2018)
Twin Shadow —
Caer
(2018)
April 28
Elohim —
Elohim
(2018)
Sarah Reeves —
Easy Never Needed You
(2018)
Buzzy Lee —
Facepaint
(2018)
XXXTENTACION —
?
(2018)
Anne-Marie —
Speak Your Mind
(2018)
SahBabii (feat. 21 Savage) — ""Outstanding"" (2018)
Peso da Mafia — ""About Us"" (2018)
Codes —
GO DOWN / THAT CRACK
(2018)
April 27
NEEDTOBREATHE — ""Darling"" (2018)
Kailee Morgue — ""Fuck U"" (2018)
Meg Myers — ""Numb"" (2018)
Shea Diamond — ""Keisha Complexion"" (2018)
A Boogie Wit da Hoodie — ""Right Moves"" (2018)
Tee Grizzley (feat. Lil Yachty) — ""2 Vaults"" (2018)
Aloe Blacc — ""Brooklyn in the Summer"" (2018)
The Internet — ""Roll! (Burbank Funk)"" (2018)
Clairo — ""4EVER"" (2018)
Jason Mraz — ""Have It All"" (2018)
Imagine Dragons —
Evolve
(2017)
Onyx —
Black Rock
(2018)
Young Scooter —
Trippple Cross
(2018)
April 26
Towkio —
WWW.
(2018)
Black Milk —
FEVER
(2018)
Blac Youngsta —
223
(2018)
Quinn XCII —
The Story of Us (Deluxe Tracks)
(2018)
Quinn XCII —
The Story of Us
(2017)
April 25
J. Cole — ""Want You to Fly"" (2017)
Skool Boy (Skoolie 300) —
After Skool Vol. 1
(2009)
April 24
S. Carey —
Hundred Acres
(2018)
SOB X RBE —
GANGIN
(2018)
Kodak Black —
Heart Break Kodak (HBK)
(2018)
Rockstar Marqo —
Fuck Rap'n
(2018)
The Dopplegangaz — ""Fajita Effect"" (2018)
Ugly God —
just a lil something before the album...
(2018)
April 23
E-40 & B-Legit —
Connected and Respected
(2018)
ALLBLACK —
Outcalls
(2018)
Katelyn Tarver — ""LY4L"" (2018)
Jade Bird — ""Cathedral (Acoustic)"" (2017)
Princess Nokia —
A Girl Cried Red
(2018)
Tinashe —
Joyride
(2018)
The Paper Kites —
On the Train Ride Home
(2018)
Mýa —
T.K.O. (The Knock Out)
(2018)
Bishop Briggs —
Church of Scars
(2018)
Lord Huron —
Vide Noir
(2018)
The Chainsmokers —
Sick Boy
(2018)
Sasha Sloan —
sad girl
(2018)
Anna Leone —
Wandered Away
(2018)
Carrie Underwood — ""Cry Pretty"" (2018)
Lykke Li —
deep end / hard rain
(2018)
PRETTYMUCH —
PRETTYMUCH an EP
(2018)
April 22
A$AP TyY —
Best Kept Secret
(2016)
A$AP TyY —
Troubles of the World
(2018)
A$AP Rocky — ""Herojuana Blunts"" (2018)
Thouxanbanfauni —
The EXFiles
(2017)
XVL Hendrix —
Blessings & a Curse 2
(2018)
Thouxanbanfauni —
Heavy Weight Champ
(2017)
Flatbush ZOMBiES —
Vacation in Hell
(2018)
April 21
Migo Domingo —
Menace II Society
(2018)
A$AP Ant —
The Best of A$AP Ant 2017
(2018)
Off Bloom — ""Love Actually"" (2018)
Halsey (feat. Stefflon Don) — ""Alone (Calvin Harris Remix)"" (2018)
Jack & Jack — ""Stay with Me"" (2018)
JGrrey — ""Growing"" (2018)
FIDLAR — ""Alcohol"" (2018)
Mahalia — ""No Reply"" (2018)
AURORA — ""Queendom"" (2018)
Channel Tres — ""Controller"" (2018)
Hobo Johnson — ""Peach Scone"" (2018)
Calvin Harris & Dua Lipa — ""One Kiss"" (2018)
Wiz Khalifa — ""420 Freestyle"" (2018)
Schilly (feat. Nessly) — ""Higher"" (2018)
Caitie Hurst — ""How Could I Be Silent"" (2018)
Vacationer — ""Being Here"" (2018)
KB — ""No Chains"" (2018)
Cam — ""Palace (Cover)"" (2018)
L.I.F.T — ""WANNA DIE"" (2018)
Anik Khan (feat. Burna Boy & Sango) — ""Oh My"" (2018)
Naughty Boy, RAY BLK & Wyclef Jean — ""All or Nothing"" (2018)
Hyphen Hyphen — ""KND"" (2018)
Rae Sremmurd (feat. Travis Scott) — ""CLOSE"" (2018)
Jeremy Zucker (feat. Chelsea Cutler) — ""better off"" (2018)
6 Dogs (feat. Lil Skies) — ""Off the Gas"" (2018)
Jean Deaux — ""SSN (They Say)"" (2018)
CRUISR — ""Mind Eraser"" (2018)
Anne-Marie — ""2002"" (2018)
Caitie Hurst — ""Nothing to Hide"" (2018)
Leon Bridges — ""Beyond"" (2018)
iZNiiK — ""round the world"" (2018)
BURNS (feat. Maluma & Rae Sremmurd) — ""Hands on Me"" (2018)
A Boogie Wit da Hoodie (feat. Tory Lanez) — ""Best Friend"" (2018)
Khalid, 6LACK & Ty Dolla $ign — ""OTW"" (2018)
Prince — ""Nothing Compares 2 U"" (2018)
VHS Collection — ""One"" (2018)
Courtney Barnett — ""City Looks Pretty"" (2018)
VanJess — ""Addicted"" (2018)
Casey Veggies (feat. Wiz Khalifa) — ""Show Off"" (2018)
Bas (feat. Correy C) — ""Pinball II"" (2018)
Shae Jacobs — ""Space"" (2018)
Confetti — ""When I Grow Up"" (2018)
Bahari — ""Savage"" (2018)
Sauce Walka — ""No Recess"" (2018)
Warhol.SS — ""Birds Nest"" (2018)
April 20
Billie Eilish & Khalid — ""lovely"" (2018)
Russ (feat. Jessie Reyez) — ""Basement"" (2018)
Janelle Monáe — ""I Like That"" (2018)
Ariana Grande — ""no tears left to cry"" (2018)
J. Cole —
KOD
(2018)
April 19
Yung Bans —
Yung Bans Vol. 4
(2018)
Berhana — ""Whole Wide World"" (2018)
RuthAnne — ""The Vow"" (2018)
Ray LaMontagne — ""Such a Simple Thing"" (2018)
Sarah Reeves — ""Something About You"" (2018)
BlocBoy JB (feat. 21 Savage) — ""Rover 2.0"" (2018)
San Holo (feat. Taska Black) — ""Right Here, Right Now"" (2018)
Underoath — ""Rapture"" (2018)
Snail Mail — ""Pristine"" (2018)
Mr. Popular — ""Price Is Right"" (2018)
Marc Scibilia — ""Over You"" (2018)
Eminem (feat. Kehlani) — ""Nowhere Fast (Extended Version)"" (2018)
Steve Angello & Sam Martin — ""Nothing Scares Me Anymore"" (2018)
Thandi Phoenix — ""My Way"" (2018)
Steve Aoki & Quintino — ""Mayhem"" (2018)
CVIRO & GXNXVS — ""Lady"" (2018)
Chloe x Halle —
The Kids Are Alright
(2018)
Alec King — ""Keep It Real"" (2018)
Spencer Ludwig — ""Just Wanna Dance"" (2018)
Goody Grace —
Infinite
(2018)
joan — ""i loved you first"" (2018)
Ernest K., Case Arnold & Bryant Taylorr — ""I Love My City"" (2018)
Jack & Jack — ""I Don't Know"" (2018)
Nightly — ""Holding On"" (2018)
Bazzi — ""Honest"" (2018)
Hiss Golden Messenger —
Hiss Golden Messenger Meets Spacebomb
(2018)
FINNEAS — ""Heaven"" (2018)
No Jumper (feat. Tay-K & BlocBoy JB) — ""Hard"" (2018)
070 Shake —
Glitter
(2018)
Sonta —
In My Feelings
(2017)
Jason Aldean — ""Gettin' Warmed Up"" (2018)
NONONO — ""Friends"" (2018)
